周期,日期,指数,指数择时,指数特点,盘前检查,中级周期,情绪节点,大盘指数,微盘指数,日内强势题材,题材档位,,,情绪,,,,是否开仓,,,,,,,,,,,,,,,,,,,,,,,,,
,2025/12/11,"向下杀跌,震荡开",,震荡,是,A,退潮,-0.72,-2.56,航天，光通信，消费,,,,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
,2025/12/12,"V杀,震荡开",,震荡,是,B,退潮转衰竭,0.58,-1.41,航天，核聚，电力,,,,"多核心反核,大面数增加",分歧,分歧,2,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
,2025/12/15,大低开,,震荡,是,B,日内分歧转一致,-0.65,0.16,航天，消费，核聚变,,,,"多核心反核,大面数减少",分歧,加速,2,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
,2025/12/16,向下杀跌,,震荡,是,B,混沌分歧,-1.08,-2.12,航天，消费,,,,"多核心反核,大面数增加",分歧,中规中矩,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
,2025/12/17,向上大阳,,共振,是,B,退潮,1.7,0.09,航天，消费，科技,,,,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
,2025/12/18,震荡开,,共振,是,B,修复--中等,-0.42,1.64,航天，消费，医药,,,,"多核心反核,无大面",弱转强,分歧,2,"买入核心,买入超预期",,,,,,,,,,,,,,,,,,,,,,,,,
,2025/12/19,"小步碎阳,震荡开",,共振,是,B,日内分歧转一致,0.34,2.16,消费，航天，核聚变，地产,,,,"多核心反核,无大面",分歧,中规中矩,2,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
,2025/12/22,"向上大阳,大高开",,共振,是,B,混沌,0.85,0.43,消费，航天，海南，科技,,,,"多核心反核,大面数增加",分歧,中规中矩,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
,2025/12/23,"小步碎阳,震荡开",,共振,是,B,退潮,-0.01,-0.71,科技，海南，航天,,,,"单核心反核,大面数增加",分歧,中规中矩,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
,2025/12/24,"向上大阳,震荡开",,共振,是,A,修复--强,0.38,1.16,航天，科技，俩岸,,,,"多核心反核,无大面",弱转强,中规中矩,3,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
,2025/12/25,"小步碎阳,震荡开",,共振,是,A,主升--确认,0.21,1.12,航天，机器人，消费,,,,"多核心反核,无大面",加速,加速,3,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
,2025/12/26,"V杀,震荡开",,共振,是,A,主升--加速,0.32,-0.61,航天，机器人，锂电池,,,,"多核心反核,无大面",加速,中规中矩,3,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
,2025/12/29,"小步碎阳,宽幅震荡",,共振,是,A,日内分歧转一致,-0.19,0.38,航天，机器人,,,,"多核心反核,大面数增加",分歧,分歧,2,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
,2025/12/30,大低开,,共振,是,A,小退潮,0.21,-0.82,航天，机器人,,,,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
,2025/12/31,"小步碎阳,震荡开",,共振,是,C,修复--强,-0.22,0.24,航天，机器人,,,,"多核心反核,大面数减少",弱转强,中规中矩,3,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
主升期(主线),2026/1/5,"向上大阳,大高开",,共振,是,C,日内分歧转一致,1.87,1.84,"航天，机器人，AI应用,脑机",,,,"多核心反核,大面数增加",分歧,中规中矩,3,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
主升期(主线),2026/1/6,"向上大阳,大高开",,共振,是,C,日内分歧转一致,1.67,0.5,"航天，机器人，AI应用,脑机",,,,"多核心反核,无大面",分歧,中规中矩,2,买入超预期,,,,,,,,,,,,,,,,,,,,,,,,,
主升期(主线),2026/1/7,"宽幅震荡,震荡开",,共振,是,C,日内分歧转一致,-0.01,-0.5,"航天,脑机，机器人，核聚变",,,,"多核心反核,大面数增加",分歧,中规中矩,2,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
主升期(主线),2026/1/8,"宽幅震荡,震荡开",,共振,是,C,修复--强,-0.48,1.86,"航天,脑机，AI应用，核聚变",,,,"多核心反核,无大面",弱转强,加速,4,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
主升期(主线),2026/1/9,"向上大阳,震荡开",,共振,是,C,主升--加速,0.76,1.09,航天，AI应用，核聚变,,,,"多核心反核,无大面",分歧,加速,2,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
主升期(主线),2026/1/12,"向上大阳,大高开",,共振,是,C,主升--高潮,0.95,1.44,航天，AI应用,,,,"多核心反核,无大面",加速,加速,4,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
过渡期,2026/1/13,向下杀跌,,震荡,是,C,主升--分歧,-0.65,0.14,航天，AI应用，医药,,,,"无明显反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
过渡期,2026/1/14,"A杀,震荡开",,震荡,是,C,修复后反杀,-0.3,0.23,航天，AI应用,,,,"多核心反核,无大面",加速,中规中矩,2,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/1/15,"向下杀跌,震荡开",,背离,是,C,冰点,-0.2,-0.24,电力，科技，AI应用,,,,"无明显反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/1/16,"宽幅震荡,大高开",,震荡,是,B,退潮,-0.25,-0.2,科技，机器人，电力,,,,"无明显反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/1/19,"宽幅震荡,大低开",,震荡,是,B,修复--弱,0.2,1.73,电力，机器人，航天,,,,"多核心反核,大面数减少",分歧,中规中矩,2,不开,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/1/20,"宽幅震荡,震荡开",,震荡,是,B,混沌分歧,-0.18,0.38,电力，AI，化工，,,,,"单核心反核,大面数增加",分歧,加速,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/1/21,"震荡开,大低开",,震荡,是,B,混沌,0.08,1.29,"芯片,机器人",,,,"单核心反核,大面数减少",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/1/22,"宽幅震荡,震荡开",,震荡,是,B,修复--中等,0.06,1.57,航天，机器人,,,,"多核心反核,无大面",弱转强,加速,3,买入超预期,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/1/23,"宽幅震荡,震荡开",,震荡,是,B,修复高潮,-0.03,0.65,航天，光伏,,,,"多核心反核,无大面",加速,中规中矩,3,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/1/26,"宽幅震荡,震荡开",,震荡,是,B,混沌分歧,0.09,-0.88,有色，医药，航天,,,,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/1/27,"宽幅震荡,震荡开",,震荡,是,B,混沌,-0.22,-0.34,芯片，航天，有色,,,,"多核心反核,大面数减少",分歧,中规中矩,2,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
主升期,2026/1/28,"小步碎阳,震荡开",,震荡,是,B,主升--确认,0.46,-1.51,有色，化工,,,,"多核心反核,大面数减少",弱转强,中规中矩,3,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
主升期,2026/1/29,"宽幅震荡,震荡开",,震荡,是,B,日内分歧转一致,0.28,-0.46,有色，白酒，石油，AI,,,,"单核心反核,大面数减少",分歧,中规中矩,3,买入1进2试错,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/1/30,"向下杀跌,大低开",,背离,是,D,冰点,-1.46,1.58,"消费，农业,AI硬",,,,"无明显反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/2/2,"向下杀跌,大低开",,背离,是,D,退潮加速,-2.32,-0.84,电力，AI应用,,,,"单核心反核,大面数减少",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/2/3,"V杀,大高开",,震荡,是,B,修复--强,1.32,1.35,航天，光伏,,,,"多核心反核,大面数减少",弱转强,加速,3,买入超预期,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/2/4,"向上大阳,震荡开",,震荡,是,B,日内分歧转一致,0.9,0.74,光伏，煤炭，航天，地产,,,,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/2/5,"V杀,大低开",,共振,是,B,混沌,-1.01,0.22,消费，影视,,,,"单核心反核,大面数增加",分歧,中规中矩,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/2/6,"V杀,大低开",,震荡,是,B,修复--弱,-0.32,0.71,机器人，消费,,,,"单核心反核,大面数减少",分歧,中规中矩,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/2/9,"向上大阳,大高开",,共振,是,B,修复--强,1.56,1.29,"光伏,sd2，航天，AI硬件",,,,"单核心反核,无大面",加速,中规中矩,2,买入超预期,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/2/10,"宽幅震荡,震荡开",,震荡,是,B,混沌,0.37,0.2,"sd,AI硬件",,,,"单核心反核,大面数增加",分歧,分歧,2,买入1进2试错,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/2/11,"宽幅震荡,震荡开",,震荡,是,B,混沌,-0.04,-0.17,化工，AI硬件,,,,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/2/12,"宽幅震荡,震荡开",,震荡,是,B,混沌分歧,0.34,-1.25,ai硬件，电力,,,,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/2/13,"宽幅震荡,大低开",,震荡,是,B,退潮,-1.21,0.07,ai软件,,,,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/2/24,"宽幅震荡,大高开",,震荡,是,B,退潮,1.3,1.93,化工，光纤，有色,,,,"多核心反核,大面数增加",分歧,中规中矩,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/2/25,"A杀,震荡开",,震荡,是,B,修复--中等,0.63,0.81,化工，航运，有色,,,,"多核心反核,无大面",弱转强,中规中矩,3,买入1进2试错,,,,,,,,,,,,,,,,,,,,,,,,,
主升期(情绪),2026/2/26,"V杀,震荡开",,震荡,是,B,龙头确认,0.46,-0.21,AI硬件，光纤，电力，PCB,,,,"单核心反核,无大面",弱转强,中规中矩,3,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
主升期(情绪),2026/2/27,"向上大阳,大低开",,震荡,是,B,加速,0.17,0.67,华为算力，电力，有色,,,,"多核心反核,无大面",加速,中规中矩,3,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
过渡期,2026/3/2,"宽幅震荡,震荡开",,震荡,是,B,主升--分歧,0.83,-3.21,石油，有色，军工，光通信,,,,"多核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/3/3,"向下杀跌,震荡开",,震荡,是,B,冰点,-1.84,-2.91,石油，航运，光伏,,,,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/3/4,"向下杀跌,震荡开",,震荡,是,B,退潮,-0.9,-0.58,石油，电力,,,,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/3/5,"宽幅震荡,大高开",,震荡,是,B,修复--中等,1.02,1.44,消费电子，电力,,,,"多核心反核,大面数减少",弱转强,分歧,3,买入1进2试错,,,,,,,,,,,,,,,,,,,,,,,,,
修复延续期,2026/3/6,"小步碎阳,大低开",,震荡,是,B,修复延续,0.22,3.03,电网，电算协同，化工,,,,"多核心反核,无大面",弱转强,加速,3,买入超预期,,,,,,,,,,,,,,,,,,,,,,,,,
过渡期,2026/3/9,"小步碎阳,大低开",,震荡,是,B,日内分歧转一致,-0.9,-0.89,电网，电算协同，,,,,"单核心反核,大面数增加",分歧,中规中矩,2,买入1进2试错,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/3/10,"小步碎阳,大高开",,震荡,是,B,混沌分歧,1.11,2.64,光纤，机器人,,,,"大面数减少,无明显反核",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/3/11,"小步碎阳,宽幅震荡",,震荡,是,B,修复--中等,0.5,-0.32,电力，化工,,,,"多核心反核,无大面",分歧,分歧,2,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
主升期(主线),2026/3/12,"V杀,震荡开",,震荡,是,B,日内分歧转一致,-0.26,-1.26,电力，化工,,,,"多核心反核,无大面",弱转强,中规中矩,4,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/3/13,"宽幅震荡,震荡开",,背离,是,B,退潮,-0.75,0.19,化工,,,,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/3/16,"向下杀跌,震荡开",,背离,是,B,混沌分歧,-0.3,0.27,海洋，芯片,,,,"单核心反核,大面数增加",分歧,中规中矩,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/3/17,"向下杀跌,震荡开",,背离,是,B,修复--弱,-0.9,-1.93,化工，电力，房地产，光伏,,,,"多核心反核,大面数减少",弱转强,中规中矩,2,买入超预期,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/3/18,"V杀,震荡开",,背离,是,B,修复--中等,0.6,1.74,电力，科技，机器人,,,,"多核心反核,大面数减少",弱转强,分歧,2,买入超预期,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/3/19,"向下杀跌,大低开",,背离,是,B,混沌分歧,-1.82,-2.63,算电，天然气,,,,"多核心反核,大面数增加",分歧,分歧,1,买入超预期,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/3/20,"V杀,震荡开",,背离,是,D,混沌分歧,-0.92,-3.43,电力，光伏，,,,,"多核心反核,大面数增加",分歧,中规中矩,2,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/3/23,"向下杀跌,大低开",,背离,是,D,冰点,-3.36,-5.47,电力，光伏，机器人,,,,"多核心反核,大面数增加",弱转强,中规中矩,2,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/3/24,"向上大阳,大高开",,共振,是,龙头A,修复--强,1.78,5.56,电力，光伏，锂电池,,,,"多核心反核,无大面",加速,中规中矩,4,买入1进2试错,,,,,,,,,,,,,,,,,,,,,,,,,
主升期,2026/3/25,"向上大阳,大高开",,共振,是,龙头A,主升--加速,1.53,2.46,电力，算力,,,,"多核心反核,无大面",加速,中规中矩,4,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
过渡期,2026/3/26,"向下杀跌,震荡开",,共振,是,龙头A,主升--分歧,-1.48,-1.58,电力，锂电池,,,,"单核心反核,大面数增加",分歧,中规中矩,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/3/27,"向上大阳,大低开",,共振,是,龙头A,修复--中等,0.47,1.73,锂电池，化工，医药，电力,,,,"多核心反核,大面数减少",分歧,中规中矩,2,不开,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/3/30,"向上大阳,大低开",空,共振,是,龙头A,小退潮,-0.07,0.41,医药，铝，航天，光纤,,,,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/3/31,"A杀,震荡开",空,震荡,是,B,修复--弱,-1.23,-1.69,航天，高铁,,,,"单核心反核,大面数减少",分歧,中规中矩,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/4/1,"小步碎阳,大高开",空,震荡,是,B,混沌,1.59,0.79,医药，算力,,,,"多核心反核,大面数减少",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/4/2,"向下阴跌,震荡开",空,震荡,是,B,混沌,-0.98,-2.63,医药，石油，光纤,,,,"单核心反核,大面数增加",加速,中规中矩,2,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/4/3,"向下杀跌,震荡开",空,震荡,是,B,混沌分歧,-0.74,-3.65,科技，光纤，机器人，医药,,,,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/4/7,"小步碎阳,震荡开",空,震荡,是,B,修复--中等,0.16,2.5,光纤，医药，石油,,,,"多核心反核,大面数减少",分歧,加速,3,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
过渡期,2026/4/8,"向上大阳,大高开",转,止跌阳,是,趋势A,修复延续,3.23,3.57,科技，算力，,光通信,算力，芯片,,"多核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/4/9,"向下阴跌,震荡开",空,震荡,是,趋势A,混沌分歧,-0.72,-2.35,光通信，算力，x芯片,光通信,算力，芯片,,"单核心反核,大面数减少",加速,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/4/10,"向上大阳,大高开",空,震荡,是,趋势A,修复--弱,1,1.1,消费，算力。锂电池，光通信,光通信,算力，芯片，锂电池,,"单核心反核,大面数减少",分歧,加速,2,买入1进2试错,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/4/13,"宽幅震荡,震荡开",多,共振,是,趋势A,修复--弱,0.27,0.12,算力，消费，光通信，锂电池,光通信,算力，芯片，锂电池,,"多核心反核,大面数减少",加速,中规中矩,2,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/4/14,"小步碎阳,大高开",多,共振,是,趋势A,修复--强,1.1,0.19,算力，光通信，PCB,算力,广通信，芯片，锂电池,军工,"多核心反核,无大面",加速,中规中矩,3,买入超预期,,,,,,,,,,,,,,,,,,,,,,,,,
过渡期,2026/4/15,"宽幅震荡,大高开",转,共振,是,趋势A,加速转衰竭,-0.38,-0.72,军工，医药，光通信,算力,广通信，芯片，锂电池，军工,医药,"单核心反核,大面数增加",分歧,中规中矩,2,不开,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/4/16,"向上大阳,震荡开",多,共振,是,趋势A,修复--中等,1,2.26,算力，锂电池,算力,光通信，芯片，航天，锂电池，机器人,医药，消费,"多核心反核,大面数减少",加速,中规中矩,3,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
主升期,2026/4/17,"宽幅震荡,大低开",多,共振,是,趋势A,日内分歧转一致,-0.25,-0.89,算力，光通信，芯片,算力,光通信，芯片，航天，锂电池，机器人,医药，消费,"多核心反核,无大面",加速,中规中矩,3,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
主升期,2026/4/20,"向上大阳,震荡开",多,共振,是,趋势A,主升--加速,0.78,0.84,航天，算力,算力,航天，光通信，芯片，锂电池，机器人,电网,"多核心反核,大面数增加",加速,中规中矩,2,不开,,,,,,,,,,,,,,,,,,,,,,,,,
过渡期,2026/4/21,"宽幅震荡,震荡开",转,共振,是,趋势A,退潮,0.07,0.11,航天，光通信，算力,,航天，算力光通信，芯片，锂电池，机器人,电网,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/4/22,"小步碎阳,震荡开",多,共振,是,趋势A,修复--中等,0.81,-0.69,光通信，算力，航天,AI硬件,航天，芯片，锂电池，机器人,电网,"多核心反核,大面数减少",加速,加速,3,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/4/23,"V杀,震荡开",转,背离,是,趋势A,混沌分歧,-0.61,-1.17,消费，算力，航天,AI硬件,"航天，电力,芯片，机器人，锂电池，",医药,"单核心反核,大面数增加",分歧,分歧,2,,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/4/24,"向下杀跌,震荡开",转,背离,是,B,混沌分歧,-0.26,1.16,消费，航天，锂电池,AI硬件,芯片，航天，电力，机器人，锂电池，消费,医药,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/4/27,"小步碎阳,震荡开",多,共振,是,B,修复--弱,0.49,2.14,芯片，消费，机器人,芯片,AI硬件，航天，电力，机器人，锂电池，消费,医药,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/4/28,"宽幅震荡,大低开",转,震荡,是,B,混沌,-0.16,-0.12,电力，芯片，算力,AI硬件,电力，航天，锂电池，机器人，医药，消费,,"多核心反核,大面数增加",分歧,中规中矩,2,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/4/29,向上大阳,多,共振,是,趋势A,修复--中等,1.35,1.88,锂电池，算力,AI硬件,锂电池，电力，机器人，消费，航天，医药,,"多核心反核,大面数减少",分歧,分歧,2,,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/4/30,"小步碎阳,震荡开",多,共振,是,趋势A,混沌,0.16,1.41,芯片，锂电池，机器人,AI硬件,锂电池，机器人，地产，航天，电力,消费，医药,"多核心反核,大面数减少",加速,中规中矩,2,,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/5/6,"向上大阳,大高开",多,共振,是,趋势A,修复--强,2,0.31,芯片，算力，航天,AI硬件,锂电池，机器人，地产，航天，证券,,"多核心反核,无大面",分歧,加速,4,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
主升期,2026/5/7,"小步碎阳,震荡开",多,共振,是,趋势A,日内分歧转一致,0.87,0.32,芯片，算力，航天,AI硬件,机器人，锂电池，航天，电力，地产，证券,,"多核心反核,无大面",分歧,分歧,2,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
过渡期,2026/5/8,"宽幅震荡,震荡开",多,共振,是,趋势A,主升--分歧,-0.11,1.63,机器人，算力，光通信,AI硬件,机器人，锂电池，航天，电力，地产，证券,,"多核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/5/11,"向上大阳,震荡开",多,共振,是,趋势A,修复--中等,1.74,0.75,光通信，芯片，房地产，PCB,AI硬件,机器人，航天，地产，锂电池,,"多核心反核,无大面",加速,加速,3,,,,,,,,,,,,,,,,,,,,,,,,,,
过渡期,2026/5/12,"宽幅震荡,震荡开",转,共振,是,趋势A,日内分歧转一致,-0.63,-1.08,电力，光通信，地产,AI硬件,机器人，航天，地产，锂电池,,"多核心反核,大面数增加",分歧,中规中矩,2,,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/5/13,"向上大阳,大低开",多,共振,是,趋势A,修复--中等,1.26,0.13,电力，算力，芯片,AI硬件，电力,机器人，航天，地产，锂电池,,"多核心反核,大面数减少",加速,中规中矩,3,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/5/14,"向下杀跌,震荡开",转,共振,是,趋势A,退潮,-2.15,-0.72,光通信，机器人,AI硬件，电力,电力，机器人，消费，航天，地产，锂电池,医药,"单核心反核,大面数增加",分歧,加速,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/5/15,"向下杀跌,震荡开",转,震荡,是,B,修复--中等,-1.05,-1.48,机器人，芯片,AI硬件，机器人,电力，消费，航天，地产，锂电池,,"多核心反核,大面数减少",加速,中规中矩,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/5/18,"宽幅震荡,震荡开",多,震荡,是,B,混沌,0.08,0.58,芯片，机器人,,AI硬件，机器人，航天，电力，消费,地产，医药,"多核心反核,大面数减少",分歧,中规中矩,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/5/19,"向上大阳,大低开",多,震荡,是,B,修复--中等,0.56,0.55,算力，机器人，芯片,,AI硬件，机器人，航天，电力，消费,地产，医药,"多核心反核,大面数减少",加速,中规中矩,3,买入超预期,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/5/20,"宽幅震荡,大低开",多,震荡,是,B,混沌分歧,0.13,-1.05,芯片，算力，机器人,,AI硬件，机器人，航天，电力，消费,地产，医药,"单核心反核,大面数增加",分歧,中规中矩,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
退潮期,2026/5/21,"A杀,震荡开",转,背离,是,B,冰点,-1.7,-3.59,OLED ，机器人，PCB,,AI硬件，机器人，航天，电力，消费,"地产，医药,OLED","单核心反核,大面数增加",分歧,中规中矩,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/5/22,"小步碎阳,震荡开",多,背离,是,B,修复--中等,1.5,1.94,机器人，PCB，消费,,AI硬件，机器人，航天，电力，消费,医药，地产,"多核心反核,大面数减少",分歧,加速,3,买入超预期,,,,,,,,,,,,,,,,,,,,,,,,,
修复延续期,2026/5/25,"向上大阳,震荡开",多,背离,是,B,修复延续,1.3,-1.8,芯片，机器人，电力,,AI硬件，机器人，航天，电力，消费,医药，地产,"多核心反核,大面数增加",分歧,分歧,2,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/5/26,"V杀,震荡开",转,背离,是,B,日内分歧转一致,0.03,-2.1,PCB，机器人，电力,"AI硬件（PCB,封测,存储芯片）",机器人，AI硬件(原材料，光通信，算力)，电力，消费，航天,医药，地产,"多核心反核,大面数增加",分歧,中规中矩,2,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/5/27,向下杀跌,转,震荡,是,B,混沌分歧,-1.13,-2.24,电力，机器人，PCB,"AI硬件（PCB,封测,存储芯片）",机器人，AI硬件(原材料，光通信，算力)，电力，消费，航天,医药，地产,"单核心反核,大面数增加",分歧,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/5/28,"V杀,宽幅震荡",转,震荡,是,B,修复--中等,0.31,0.72,电力，PCB，地产,"AI硬件（PCB,封测,存储芯片）",机器人，AI硬件(原材料，光通信，算力)，电力，消费，航天,医药，地产,"多核心反核,大面数减少",加速,分歧,3,买入超预期,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/5/29,"向下杀跌,震荡开",转,震荡,是,B,冰点,-0.63,-1.91,地产，消费，电力,"AI硬件（PCB,封测,存储芯片），电力",AI硬件(原材料，光通信，算力)，地产，消费，机器人，航天,医药,"单核心反核,大面数增加",加速,分歧,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
混沌期,2026/6/1,"宽幅震荡,震荡开",空,背离,是,B,修复--弱,-1.07,3.57,AI PC ，算力，机器人,"AI硬件（PCB,封测,存储芯片），电力",AI硬件(原材料，光通信，算力)，地产，消费，机器人，AI应用,医药,"单核心反核,大面数减少",分歧,中规中矩,1,不开,,,,,,,,,,,,,,,,,,,,,,,,,
首修期,2026/6/2,"向上大阳,震荡开",空,背离,是,B,修复--中等,1.17,-1.76,光通信，MLCC,"AI硬件（PCB,封测,存储芯片），电力",AI硬件(原材料，光通信，算力)，地产，消费，机器人，AI应用,医药,"多核心反核,大面数减少",分歧,中规中矩,3,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
主升期,2026/6/3,"小步碎阳,震荡开",空,背离,是,B,主升--确认,0.75,-1.59,机器人，芯片，光通信,"AI硬件（PCB,封测,存储芯片），电力",AI硬件(原材料，光通信，算力)，地产，消费，机器人，AI应用,医药,"多核心反核,大面数减少",分歧,中规中矩,2,买入核心,,,,,,,,,,,,,,,,,,,,,,,,,
