日期,账户波动,持仓,转折点,大周期,"仓位
建议",量能,"行情
种类",接力,科技容量,情绪趋势,模式,指数,节点,"超预期方向
（风格，题材)",小票亏效,大票亏效,一字,断板,"接力赚效
（>3%)","9点45打板
大面数","尾盘面数
","竞价
大面数","3分钟
大面数",持仓1,模式外,错误仓位
2026/6/12,1%,百合花,有色爆发，科技反杀,混沌期,空,,无行情,2,3,1,,"阳,放量",修复--弱,",PCB，军工",弱,弱,增加,"少核心反核,大面数减少",2,2,,8,10,,3,2
2026/6/15,,金钼,科技强修复，,首修期(中),3层,,"价值投机,无行情",1天,1天,1天,分歧转一致,"阳,缩量",修复--中等,科技趋势，PCB，航运,弱,弱,减少,"少核心反核,大面数减少",3,3,23,5,7,超预期,3,2
2026/6/16,,百合花,,主升期(主线),5层,,价值投机,2天,2天,2天,乱做,"阴,缩量",主升--确认,，电池，PCB,弱,弱,增加,少核心反核,4,1,14,3,5,,3,2
2026/6/17,10%,百合花,科技加速,主升期(主线),5层,,价值投机,3天,3天,3天,庄股,"阳,缩量",主升--加速,"科技趋势,玻璃基板",弱,弱,减少,"多核心反核,无大面",4,3,17,2,4,,3,2
2026/6/18,,百合花,科技加速,主升期(主线),5层,,价值投机,1,4天,1,庄股,"阳,放量",主升--分歧,科技趋势，有色，算力,强,弱,减少,"多核心反核,大面数增加",2,1,67,30,25,,3,2
2026/6/22,6%,,继续加速,主升期(主线),5层,,价值投机,1天,5天,1天,庄股,"阳,放量",主升--高潮,"科技趋势,算力金属，原材料",弱,弱,增加,"多核心反核,大面数增加",4,3,57,1,10,,3,2
2026/6/23,-1.50%,百合花,科技大分歧,过渡期,空,,接力,2天,1,无明显强弱,庄股,"阴,缩量",主升--分歧,",有色，液冷",弱,弱,增加,"少核心反核,大面数增加",3,10,74,8,20,,3,2
2026/6/24,8.50%,百合花,科技修复,主升期(主线),5层,,价值投机,1,1天,无明显强弱,庄股,"阳,缩量",修复--强,科技趋势，光刻胶，存储，材料,弱,弱,减少,"少核心反核,大面数增加",2,2,59,6,12,,3,2
2026/6/25,-3.50%,百合花,,主升期(主线),5层,,价值投机,2,2天,1天,庄股,"阳,放量",主升--延续,科技趋势，存储,弱,弱,增加,"多核心反核,大面数减少",1,1,100,2,12,,3,2
2026/6/26,6.00%,百合花,科技大分歧,过渡期,空,,价值投机,1天,1,2天,庄股,"阴,缩量",冰点,接力，,弱,弱,减少,"少核心反核,大面数增加",5,1,211,5,8,,3,2
2026/6/29,-9.00%,百合花,科技分歧转一致,主升期(主线),5层,,价值投机,1,1天,1,庄股,"阳,缩量",修复--中等,",存储，玻璃",弱,弱,增加,"多核心反核,大面数减少",-1,1,138,2,53,,3,2
2026/6/30,-2.00%,盛剑,,主升期(主线),5层,,价值投机,2,2天,1天,庄股,"阳,缩量",主升--延续,，有色,弱,弱,减少,"少核心反核,大面数增加",2,5,32,6,20,,3,2
2026/7/1,9.50%,盛剑,老登修复，科技分歧,过渡期,3层,,"价值投机,接力",1天,1,2天,庄股,"阳,放量",加速转衰竭,",消费电子",弱,弱,增加,"多核心反核,大面数减少",3,4,30,3,5,,3,2
2026/7/2,-8.50%,盛剑,科技退潮,退潮期,空,,接力,2天,2,3天,庄股,"阴,放量","退潮,冰点",",机器人，证券",强,强,减少,"少核心反核,大面数增加",3,5,115,29,53,,3,2
2026/7/3,5.00%,埃斯顿,,退潮期,空,,无行情,1,3,1,趋势补涨,"阳,缩量",退潮,，交换机，机器人,弱,强,增加,少核心反核,2,7,,8,10,,3,2
2026/7/6,4.00%,,,退潮期,空,,无行情,1天,4,2,趋势补涨,"阴,缩量",混沌分歧,,强,强,增加,"少核心反核,大面数增加",3,10,187,5,10,,3,2
2026/7/7,4.00%,埃斯顿,,退潮期,空,,无行情,1,5,3,庄股,"阴,缩量",冰点,，业绩,强,强,减少,少核心反核,0,5,151,6,20,,3,2
2026/7/8,-5.00%,宿迁,科技修复反杀,退潮期,,,无行情,1天,6,无明显强弱,庄股,缩量,冰点,",国产算力",弱,弱,增加,"少核心反核,大面数增加",3,1,178,5,50,,3,2
2026/7/9,-8.00%,,科技强修复,首修期(强),5层,,情绪趋势,1,1天,无明显强弱,,"阳,放量","修复--弱,修复--中等",",存储",弱,弱,减少,少核心反核,0,3,37,17,18,,3,2
2026/7/10,1.00%,魅视,,过渡期,5层,,情绪趋势,1天,1,1天,乱做,"阳,放量",主升--加速,,弱,弱,增加,,4,,,5,10,,3,2
2026/7/13,-9.00%,京基,,退潮期,空,,情绪趋势,2天,2,2天,乱做,"阴,缩量",冰点,，情绪趋势,强,弱,减少,"少核心反核,大面数增加",3,15,912,12,45,,3,2
2026/7/14,-5.00%,星网,科技修复，医药共振,首修期(中),3层,,情绪趋势,1,1天,3天,乱做,"阳,缩量",修复--中等,，价值科技,强,弱,增加,"少核心反核,大面数减少",0,2,60,15,50,,3,2
2026/7/15,-2.50%,甘咨询,医药高潮,混沌期,3层,,情绪趋势,1天,1,4天,庄股,"阴,放量",混沌分歧,情绪，医药,弱,弱,增加,"多核心反核,大面数减少",2,3,108,5,23,,3,2
2026/7/16,,甘咨询,,退潮期,空,,无行情,1,1天,1,,"阴,缩量",冰点,，医药,强,强,减少,"无明显反核,大面数增加",0,4,150,12,20,,3,2
2026/7/17,4.50%,"甘咨询,中远",,退潮期,空,,无行情,2,1,2,庄股,"阴,缩量",冰点,",AI医疗",强,弱,减少,少核心反核,0,10,998,12,97,,3,2
2026/7/20,-3.60%,,,退潮期,空,,无行情,3,2,3,,"阳,放量",修复--弱,，AI应用，算力,强,强,增加,"多核心反核,大面数减少",-4,6,706,40,28,,3,2
2026/7/21,-7.00%,依依,"科技反弹,拐点",首修期(强),5层,,价值投机,4,1天,4,庄股,"阳,放量",修复--强,",科技",强,弱,减少,"少核心反核,大面数增加",0,0,57,32,76,,3,2
2026/7/22,-7.00%,双ETF,,混沌期,空,,接力,1天,1,1天,,"阳,放量",加速转衰竭,，算力,弱,弱,减少,"多核心反核,大面数减少",5,0,41,5,10,,3,2
2026/7/23,-0.50%,星网,,混沌期,空,2.2万,接力,2天,2,2天,乱做,"阴,缩量",混沌,，算力,弱,弱,增加,"少核心反核,大面数减少",4,9,13,4,8,,3,2
2026/7/24,-2.50%,,,混沌期,,1.9万,接力,1,3,1,,"阴,放量",混沌,，半导体设备,弱,弱,增加,"少核心反核,大面数增加",2,2,129,5,11,,3,2
2026/7/27,,,普反,首修期(中),3层,2.1万,接力,1天,1天,1天,,"阳,放量",修复--中等,",锂电池",强,弱,减少,"多核心反核,大面数增加",4,4,12,23,16,,,
2026/7/28,,,,混沌期,空,2.03万,接力,2天,1,1,,"阴,缩量",混沌分歧,,弱,强,增加,"少核心反核,大面数增加",4,1,54,4,9,,,
2026/7/29,1.00%,甘咨询,V型反转科技,混沌期,空,2.3,无行情,1,1天,2,庄股,"阳,缩量",修复--弱,,弱,弱,增加,"少核心反核,大面数减少",1,3,50,7,24,,,
2026/7/30,-0.50%,甘咨询,,退潮期,,,"接力,情绪趋势",1天,1,1天,,"阴,放量",冰点,,弱,弱,减少,少核心反核,3,2,404,4,6,,,
2026/7/31,-1.00%,甘咨询,科技坑人,首修期(中),,2.56万,接力,2天,1天,1,,"阴,放量",修复--中等,,弱,弱,增加,"少核心反核,无大面",5,5,1,0,0,,,
2026/8/3,-2.00%,,,混沌期,,,接力,3天,1,,,缩量,混沌分歧,,弱,弱,减少,少核心反核,4,2,,2,20,,,
